"","ID","AH","aquatic","ave","barren","crop","dev","forest","grass","high","LO","low","max","shrub","water","id"
"38",40,0.433600664138794,0.191478192806244,0.128928124904633,0.252380937337875,0.103530831634998,0.0395329706370831,0.00075041176751256,0.0380144156515598,0.048688393086195,0.0191237404942513,0.951311588287354,0.146340101957321,0.369437456130981,0.00487476354464889,"both_50"
"39",41,0.0797423347830772,0.437297314405441,0.244393363595009,0.19060193002224,0.00671048369258642,0.0162218622863293,0.000813540944363922,0.00203553400933743,0.095086857676506,0.140442460775375,0.904913127422333,0.285191476345062,0.185049936175346,0.161269411444664,"both_53"
"40",42,0.191025152802467,0.109072960913181,0.459803938865662,0.171626910567284,0.0375943221151829,0.0594469718635082,0.00104375882074237,0.0316757038235664,0.147849142551422,0.0191216468811035,0.852150857448578,0.535267293453217,0.585038185119629,0.00450117886066437,"both_56"
"41",43,0.426746010780334,0.277901291847229,0.231898292899132,0.0306362621486187,0.0927919447422028,0.117852859199047,0.00330270919948816,0.190966457128525,0.0767046585679054,0.0053366613574326,0.923295319080353,0.255054265260696,0.282626897096634,0.00392158469185233,"both_57"
"42",44,0.712917327880859,0.502362430095673,0.23737807571888,0.0480693131685257,0,0.0216517746448517,0.00023086805595085,0.0720629245042801,0.128010287880898,0.0589065961539745,0.871989727020264,0.260671705007553,0.353050738573074,0.00257196114398539,"both_58"
"43",45,0.568486571311951,0.370318710803986,0.309613347053528,0.200367286801338,0.00217074668034911,0.0249565243721008,0.00099747464992106,0.15159484744072,0.140121564269066,0.0712787285447121,0.859878420829773,0.351569563150406,0.2476567029953,0.00193771556951106,"both_59"
"44",46,0.264294624328613,0.295171827077866,0.0721875801682472,0.42206084728241,1.56136593432166e-05,0.0650831013917923,0.000452606007456779,0.0825530141592026,0.314207226037979,0.022479135543108,0.685792803764343,0.0786169320344925,0.11246994137764,0.0221930649131536,"both_60"
"45",47,0.581451416015625,0.120437674224377,0.630648136138916,0.467185974121094,0.000509293633513153,0.0232831593602896,0.000511009595356882,0.0310817714780569,0.109999887645245,0.0119043905287981,0.890000104904175,0.72880220413208,0.351253509521484,0.00573763670399785,"both_63"
"46",48,0.197931110858917,0.137942224740982,0.242993965744972,0.522315621376038,0,0.0149836679920554,1.59038027049974e-05,0.0442053973674774,0.160340309143066,0.0657715499401093,0.839659690856934,0.277167677879333,0.167576804757118,0.112960375845432,"both_64"
"47",49,0.724860608577728,0.336567521095276,0.357776939868927,0.0789508074522018,0,0.016392357647419,0.000798025052063167,0.0351416878402233,0.0722740143537521,0.0219745673239231,0.927725970745087,0.424356430768967,0.358596622943878,0.173552975058556,"both_66"
"48",50,0.572552382946014,0.457514226436615,0.493038952350616,0.121056884527206,6.09909466220415e-06,0.0359733514487743,0,0.0812469869852066,0.197484835982323,0.0793104395270348,0.802515149116516,0.558881461620331,0.215042218565941,0.0891602486371994,"both_67"
"49",51,0.493991941213608,0.469784408807755,0.00850849412381649,0.215684860944748,0,0.030257698148489,0.00124844384845346,0.111416265368462,0.0376510545611382,0.0522174686193466,0.962348937988281,0.00915326736867428,0.152225360274315,0.0193829424679279,"both_69"
"50",52,0.650917291641235,0.456647932529449,0.602409362792969,0.0627735406160355,0,0.0404208414256573,5.58656538487412e-05,0.0333824716508389,0.0771548673510551,0.0149755328893661,0.922845125198364,0.676500797271729,0.370404958724976,0.036314383149147,"both_75"
"51",53,0.116629250347614,0.286051243543625,0.210080027580261,0.0469509363174438,0,0.026831790804863,0.000618339283391833,0.012385742738843,0.0969446152448654,0.0115691972896457,0.903055369853973,0.233994796872139,0.164987862110138,0.462174087762833,"both_80"
"52",54,0.225983813405037,0.229237765073776,0.120979264378548,0.138464480638504,0,0.0348105244338512,0.00095065264031291,0.0340660661458969,0.167021796107292,0.0155924549326301,0.832978188991547,0.135829329490662,0.179556593298912,0.382913947105408,"both_84"
"53",55,0.176579654216766,0.208438381552696,0.00391252618283033,0.189621970057487,0.000241019137320109,0.0161309018731117,0.000964076549280435,0.00631234981119633,0.04741046205163,0.00420203013345599,0.952589511871338,0.00418242579326034,0.0905257016420364,0.487765610218048,"both_85"
"54",56,0.439489662647247,0.273239016532898,0.0581782497465611,0.556669771671295,4.09434323955793e-06,0.0342191532254219,1.63773729582317e-05,0.0241652764379978,0.0775274038314819,0.00373704475350678,0.922472596168518,0.0663382038474083,0.0886682122945786,0.0230181217193604,"both_88"
"55",57,0.0706313252449036,0.0258029457181692,0.000455103203421459,0.676129758358002,0,0,0,0.0194541644304991,0,0.00309939379803836,1,0.000501224072650075,0,0.278613120317459,"both_94"
"56",58,0.112219974398613,0.064301460981369,0.000241544679738581,0.748186528682709,0,0,0,0.111696779727936,0,0.00651030149310827,1,0.000281746237305924,3.45501393894665e-06,0.0758117809891701,"both_95"
"57",59,0.107767127454281,0.0858632996678352,0.0283357985317707,0.544547557830811,0,0.00664151087403297,0.00114241987466812,0.0171667747199535,0.14524057507515,0.0191524066030979,0.854759454727173,0.0328309461474419,0.176099509000778,0.168538942933083,"both_77"
"58",60,0.631751775741577,0.316339731216431,0.224278777837753,0.304455697536469,0.000444338860688731,0.0198384393006563,2.92638887913199e-05,0.0501136407256126,0.0929124802350998,0.0413646697998047,0.907087504863739,0.242481157183647,0.307340919971466,0.00143794470932335,"both_51"
"59",61,0.482479751110077,0.0798109993338585,0.887003660202026,0.0606411471962929,0.00203707092441618,0.0585390068590641,0.00187170517165214,0.120967052876949,0.154861971735954,0.0162593722343445,0.845138013362885,1.0205272436142,0.674516081809998,0.00161696178838611,"both_62"
"60",62,0.567200243473053,0.375812947750092,0.723104536533356,0.0150487190112472,0,0.0196515303105116,0.000242326277657412,0.0347799770534039,0.0680606588721275,0.0195671394467354,0.931939363479614,0.825443148612976,0.554309844970703,0.000154603199916892,"both_78"
"61",63,0.347455739974976,0.806183636188507,0.0677585080265999,0.0895227864384651,0.00815476197749376,0.0270089153200388,0.00246926164254546,0.017396030947566,0.183441251516342,0.0156107004731894,0.81655877828598,0.0857672467827797,0.0203685835003853,0.0288960300385952,"both_15"
"62",64,0.266400903463364,0.469422578811646,0.167477563023567,0.0460459254682064,0,0.0190507285296917,0.0140985511243343,0.10835899412632,0.513486504554749,0.0175043679773808,0.486513495445251,0.185792684555054,0.108179219067097,0.234843984246254,"both_8"
